53,{"name":"Backstab","icon":"ability_backstab","tooltip":"<table><tr><td><table width=\"100%\"><tr><td><a class=\"whtt-name\" href=\"/classic/spell=53/backstab\"><b class=\"whtt-name\">Backstab</b></a></td><th><b class=\"q0\">Rank 1</b></th></tr></table><table width=\"100%\"><tr><td>60 Energy</td><th>Melee Range</th></tr></table>Instant<div class=\"wowhead-tooltip-requirements\">Requires Rogue</div><span class=\"wowhead-tooltip-requirements\">Requires level 4</span><br /></td></tr></table><table><tr><td><div class=\"q\">Backstab the target, causing 150% weapon damage plus 15 to the target. &nbsp;Must be behind the target. &nbsp;Requires a dagger in the main hand. &nbsp;Awards 1 combo point.</div></td></tr></table>","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":7}
56,{"name":"Stun","icon":"inv_mace_02","tooltip":"<table><tr><td><a class=\"whtt-name\" href=\"/classic/spell=56/stun\"><b class=\"whtt-name\">Stun</b></a><br />Melee Range<br />Instant<br /><span class=\"wowhead-tooltip-requirements\">Requires level 50</span><br /></td></tr></table><table><tr><td><div class=\"q\">Stuns target for 3 sec.</div></td></tr></table>","tooltip2":"","buff":"<table><tr><td><b class=\"q\">Stun</b></td></tr></table><table><tr><td>Stunned.<br><span class=\"q\">3 seconds remaining</span></td></tr></table>","quality":null,"spells":{},"buffspells":{},"completion_category":0}
58,{"name":"Magic Missile (TEST)","icon":"classic_temp","tooltip":"<a class=\"whtt-name\" href=\"/classic/spell=58/magic-missile-test\"><b class=\"whtt-name\">Magic Missile (TEST)</b></a><table width=\"100%\"><tr><td>10 Mana</td><th>40 yd range</th></tr></table>Instant","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":0}
59,{"name":"Normal bow shot (TEST)","icon":"classic_temp","tooltip":"<a class=\"whtt-name\" href=\"/classic/spell=59/normal-bow-shot-test\"><b class=\"whtt-name\">Normal bow shot (TEST)</b></a><br />30 yd range<br />0.25 sec cast","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":0}
60,{"name":"Long bow shot (TEST)","icon":"classic_temp","tooltip":"<a class=\"whtt-name\" href=\"/classic/spell=60/long-bow-shot-test\"><b class=\"whtt-name\">Long bow shot (TEST)</b></a><br />40 yd range<br />Instant","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":0}
61,{"name":"Really Long bow shot (TEST)","icon":"classic_temp","tooltip":"<a class=\"whtt-name\" href=\"/classic/spell=61/really-long-bow-shot-test\"><b class=\"whtt-name\">Really Long bow shot (TEST)</b></a><br />100 yd range<br />Instant","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":0}
65,{"name":"Haste","icon":"spell_nature_invisibilty","tooltip":"<table><tr><td><a class=\"whtt-name\" href=\"/classic/spell=65/haste\"><b class=\"whtt-name\">Haste</b></a><br />14 Mana<br />Instant<br /><span class=\"wowhead-tooltip-requirements\">Requires level 12</span><br /></td></tr></table><table><tr><td><div class=\"q\">Increases your attack speed by 2% for 30 sec.</div></td></tr></table>","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":0}
66,{"name":"Lesser Invisibility","icon":"spell_magic_lesserinvisibilty","tooltip":"<table><tr><td><a class=\"whtt-name\" href=\"/classic/spell=66/lesser-invisibility\"><b class=\"whtt-name\">Lesser Invisibility</b></a><br />110 Mana<br />3 sec cast<div class=\"wowhead-tooltip-requirements\">Requires Mage</div><span class=\"wowhead-tooltip-requirements\">Requires level 99</span><br /></td></tr></table><table><tr><td><div class=\"q\">Turns the caster invisible for 2 min, though this spell is unstable and may end early.</div></td></tr></table>","tooltip2":"","buff":"<table><tr><td><table width=\"100%\"><tr><td><b class=\"q\">Lesser Invisibility</b></td><th class=\"q\"><b class=\"q\">Invisibility</b></th></tr></table></td></tr></table><table><tr><td>Lesser Invisibility.<br><span class=\"q\">2 minutes remaining</span></td></tr></table>","quality":null,"spells":{},"buffspells":{},"completion_category":0}
67,{"name":"Vindication","icon":"spell_holy_vindication","tooltip":"<table width=\"100%\"><tr><td><a class=\"whtt-name\" href=\"/classic/spell=67/vindication\"><b class=\"whtt-name\">Vindication</b></a></td><th><b class=\"q0\">Rank 1</b></th></tr></table>100 yd range<br />Instant<div class=\"wowhead-tooltip-requirements\">Requires Paladin</div>","tooltip2":"","buff":"<table><tr><td><table width=\"100%\"><tr><td><b class=\"q\">Vindication</b></td><th class=\"q\"><b class=\"q\">Magic</b></th></tr></table></td></tr></table><table><tr><td>Strength and Agility reduced by 5%.<br><span class=\"q\">10 seconds remaining</span></td></tr></table>","quality":null,"spells":{},"buffspells":{},"completion_category":0}
68,{"name":"Editor Test Spell","icon":"classic_temp","tooltip":"<table><tr><td><a class=\"whtt-name\" href=\"/classic/spell=68/editor-test-spell\"><b class=\"whtt-name\">Editor Test Spell</b></a><table width=\"100%\"><tr><td>10 Mana</td><th>20 yd range</th></tr></table><table width=\"100%\"><tr><td>0.25 sec cast</td><th>10 sec cooldown</th></tr></table></td></tr></table><table><tr><td>Tools:<br /><div class=\"indent q1\"><a href=\"/classic/item=1963/deprecated-bone-chips\">Deprecated Bone Chips</a></div></td></tr></table>","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":0}
71,{"name":"Defensive Stance","icon":"ability_warrior_defensivestance","tooltip":"<table><tr><td><a class=\"whtt-name\" href=\"/classic/spell=71/defensive-stance\"><b class=\"whtt-name\">Defensive Stance</b></a><table width=\"100%\"><tr><td>Instant</td><th>1 sec cooldown</th></tr></table><div class=\"wowhead-tooltip-requirements\">Requires Warrior</div><span class=\"wowhead-tooltip-requirements\">Requires level 10</span><br /></td></tr></table><table><tr><td><div class=\"q\">A defensive combat stance that decreases damage taken by 10% and damage caused by 10%. Increases threat generated by 30%.</div></td></tr></table>","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":7}
72,{"name":"Shield Bash","icon":"ability_warrior_shieldbash","tooltip":"<table><tr><td><table width=\"100%\"><tr><td><a class=\"whtt-name\" href=\"/classic/spell=72/shield-bash\"><b class=\"whtt-name\">Shield Bash</b></a></td><th><b class=\"q0\">Rank 1</b></th></tr></table><table width=\"100%\"><tr><td>10 Rage</td><th>Melee Range</th></tr></table><table width=\"100%\"><tr><td>Instant cast</td><th>12 sec cooldown</th></tr></table><div class=\"wowhead-tooltip-requirements\">Requires Warrior</div><span class=\"wowhead-tooltip-requirements\">Requires level 12</span><br /></td></tr></table><table><tr><td><span class=\"wowhead-tooltip-requirements\">Requires Battle Stance, Defensive Stance</span><div class=\"q\">Bashes the target with your shield for 6 damage. &nbsp;It also interrupts spellcasting and prevents any spell in that school from being cast for 6 sec.</div></td></tr></table>","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":7}
75,{"name":"Auto Shot","icon":"ability_whirlwind","tooltip":"<table><tr><td><a class=\"whtt-name\" href=\"/classic/spell=75/auto-shot\"><b class=\"whtt-name\">Auto Shot</b></a><br />8 - 35 yd range<br />Instant<div class=\"wowhead-tooltip-requirements\">Requires Hunter</div><span class=\"wowhead-tooltip-requirements\">Requires level 1</span><br /></td></tr></table><table><tr><td><span class=\"wowhead-tooltip-requirements\">Requires Ranged Weapon</span><div class=\"q\">Automatically shoots the target until cancelled.</div></td></tr></table>","tooltip2":"","buff":"<table><tr><td><b class=\"q\">Auto Shot</b></td></tr></table><table><tr><td>Firing at the target.</td></tr></table>","quality":null,"spells":{},"buffspells":{},"completion_category":7}
77,{"name":"Turtle's Shell","icon":"classic_temp","tooltip":"<a class=\"whtt-name\" href=\"/classic/spell=77/turtles-shell\"><b class=\"whtt-name\">Turtle's Shell</b></a><br />Instant<br /><span class=\"wowhead-tooltip-requirements\">Requires level 1</span><br />","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":0}
78,{"name":"Heroic Strike","icon":"ability_rogue_ambush","tooltip":"<table><tr><td><table width=\"100%\"><tr><td><a class=\"whtt-name\" href=\"/classic/spell=78/heroic-strike\"><b class=\"whtt-name\">Heroic Strike</b></a></td><th><b class=\"q0\">Rank 1</b></th></tr></table><table width=\"100%\"><tr><td>15 Rage</td><th>Melee Range</th></tr></table>Next Melee<div class=\"wowhead-tooltip-requirements\">Requires Warrior</div><span class=\"wowhead-tooltip-requirements\">Requires level 1</span><br /></td></tr></table><table><tr><td><span class=\"wowhead-tooltip-requirements\">Requires Melee Weapon</span><div class=\"q\">A strong attack that increases melee damage by 11 and causes a high amount of threat.</div></td></tr></table>","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":7}
81,{"name":"Dodge","icon":"spell_nature_invisibilty","tooltip":"<table><tr><td><table width=\"100%\"><tr><td><a class=\"whtt-name\" href=\"/classic/spell=81/dodge\"><b class=\"whtt-name\">Dodge</b></a></td><th><b class=\"q0\">Passive</b></th></tr></table><span class=\"wowhead-tooltip-requirements\">Requires level 1</span><br /></td></tr></table><table><tr><td><div class=\"q\">Gives a chance to dodge enemy melee attacks.</div></td></tr></table>","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":-11}
84,{"name":"Low Health","icon":"classic_temp","tooltip":"<a class=\"whtt-name\" href=\"/classic/spell=84/low-health\"><b class=\"whtt-name\">Low Health</b></a><br />Instant","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":0}
89,{"name":"Cripple","icon":"spell_shadow_cripple","tooltip":"<table><tr><td><table width=\"100%\"><tr><td><a class=\"whtt-name\" href=\"/classic/spell=89/cripple\"><b class=\"whtt-name\">Cripple</b></a></td><th><b class=\"q0\">Rank 1</b></th></tr></table><table width=\"100%\"><tr><td>210 Mana</td><th>30 yd range</th></tr></table><table width=\"100%\"><tr><td>Instant</td><th>30 sec cooldown</th></tr></table><span class=\"wowhead-tooltip-requirements\">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=\"q\">Cripples the target, reducing movement speed by 40%, increasing time between melee attacks by 45% and increasing time between ranged attacks by 45%. &nbsp;Lasts 20 sec.</div></td></tr></table>","tooltip2":"","buff":"<table><tr><td><table width=\"100%\"><tr><td><b class=\"q\">Cripple</b></td><th class=\"q\"><b class=\"q\">Magic</b></th></tr></table></td></tr></table><table><tr><td>Movement speed reduced by 40%. &nbsp;Time between melee attacks increased by 45%. &nbsp;Time between ranged attacks increased by 45%.<br><span class=\"q\">20 seconds remaining</span></td></tr></table>","quality":null,"spells":{},"buffspells":{},"completion_category":0}
91,{"name":"Savage Assault","icon":"ability_shockwave","tooltip":"<a class=\"whtt-name\" href=\"/classic/spell=91/savage-assault\"><b class=\"whtt-name\">Savage Assault</b></a><br />Melee Range<table width=\"100%\"><tr><td>Next Melee</td><th>30 sec cooldown</th></tr></table><span class=\"wowhead-tooltip-requirements\">Requires level 4</span><br />","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":0}
96,{"name":"Dismember","icon":"ability_backstab","tooltip":"<table><tr><td><a class=\"whtt-name\" href=\"/classic/spell=96/dismember\"><b class=\"whtt-name\">Dismember</b></a><br />Melee Range<br />Next Melee<br /><span class=\"wowhead-tooltip-requirements\">Requires level 1</span><br /></td></tr></table><table><tr><td><div class=\"q\">Increases the damage of your next melee swing by 100 and causes the target to bleed</div></td></tr></table>","tooltip2":"","buff":"<table><tr><td><b class=\"q\">Dismember</b></td></tr></table><table><tr><td>Bleeding for 1248 damage every 2 seconds<br><span class=\"q\">10 seconds remaining</span></td></tr></table>","quality":null,"spells":{},"buffspells":{},"completion_category":-8}
99,{"name":"Demoralizing Roar","icon":"classic_ability_druid_demoralizingroar","tooltip":"<table><tr><td><table width=\"100%\"><tr><td><a class=\"whtt-name\" href=\"/classic/spell=99/demoralizing-roar\"><b class=\"whtt-name\">Demoralizing Roar</b></a></td><th><b class=\"q0\">Rank 1<br>Level <!--lvl-->60</b></th></tr></table>10 Rage<br />Instant cast<div class=\"wowhead-tooltip-requirements\">Requires Druid</div><span class=\"wowhead-tooltip-requirements\">Requires level 10</span><br /></td></tr></table><table><tr><td><span class=\"wowhead-tooltip-requirements\">Requires Bear Form, Dire Bear Form</span><div class=\"q\">The druid roars, decreasing nearby enemies' melee attack power by <!--ppl99:10:20:30:100:1-->40. &nbsp;Lasts 30 sec.</div></td></tr></table>","tooltip2":"","buff":"<table><tr><td><b class=\"q\">Demoralizing Roar</b></td></tr></table><table><tr><td>Decreases melee attack power by <!--ppl99:10:20:30:100:1-->40.<br><span class=\"q\">30 seconds remaining</span></td></tr></table>","quality":null,"spells":{},"buffspells":{},"completion_category":7}
100,{"name":"Charge","icon":"ability_warrior_charge","tooltip":"<table><tr><td><table width=\"100%\"><tr><td><a class=\"whtt-name\" href=\"/classic/spell=100/charge\"><b class=\"whtt-name\">Charge</b></a></td><th><b class=\"q0\">Rank 1</b></th></tr></table>8 - 25 yd range<table width=\"100%\"><tr><td>Instant</td><th>15 sec cooldown</th></tr></table><div class=\"wowhead-tooltip-requirements\">Requires Warrior</div><span class=\"wowhead-tooltip-requirements\">Requires level 4</span><br /></td></tr></table><table><tr><td><span class=\"wowhead-tooltip-requirements\">Requires Battle Stance</span><div class=\"q\">Charge an enemy, generate 9 rage, and stun it for 1 sec. &nbsp;Cannot be used in combat.</div></td></tr></table>","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":7}
101,{"name":"Trip","icon":"ability_rogue_trip","tooltip":"<table><tr><td><table width=\"100%\"><tr><td><a class=\"whtt-name\" href=\"/classic/spell=101/trip\"><b class=\"whtt-name\">Trip</b></a></td><th><b class=\"q0\">Rank 1</b></th></tr></table><table width=\"100%\"><tr><td>15 Energy</td><th>Melee Range</th></tr></table><table width=\"100%\"><tr><td>Instant</td><th>5 sec cooldown</th></tr></table><span class=\"wowhead-tooltip-requirements\">Requires level 12</span><br /></td></tr></table><table><tr><td><div class=\"q\">Trips the enemy humanoid, causing 10 damage and knocking the opponent down for 3 sec. &nbsp;Awards 1 combo point.</div></td></tr></table>","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":0}
107,{"name":"Block","icon":"ability_defend","tooltip":"<table><tr><td><table width=\"100%\"><tr><td><a class=\"whtt-name\" href=\"/classic/spell=107/block\"><b class=\"whtt-name\">Block</b></a></td><th><b class=\"q0\">Passive</b></th></tr></table><span class=\"wowhead-tooltip-requirements\">Requires level 1</span><br /></td></tr></table><table><tr><td><span class=\"wowhead-tooltip-requirements\">Requires Shield</span><div class=\"q\">Gives a chance to block enemy melee and ranged attacks.</div></td></tr></table>","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":-11}
108,{"name":"Evade (DND)","icon":"classic_temp","tooltip":"<a class=\"whtt-name\" href=\"/classic/spell=108/evade-dnd\"><b class=\"whtt-name\">Evade (DND)</b></a><br /><span class=\"wowhead-tooltip-requirements\">Requires level 1</span><br />","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":0}
110,{"name":"Spell Deflection (NYI)","icon":"classic_temp","tooltip":"<a class=\"whtt-name\" href=\"/classic/spell=110/spell-deflection-nyi\"><b class=\"whtt-name\">Spell Deflection (NYI)</b></a><table width=\"100%\"><tr><td>1 sec cast</td><th>1 min cooldown</th></tr></table><span class=\"wowhead-tooltip-requirements\">Requires level 1</span><br />","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":0}
111,{"name":"Time Step","icon":"classic_temp","tooltip":"<a class=\"whtt-name\" href=\"/classic/spell=111/time-step\"><b class=\"whtt-name\">Time Step</b></a><br />5 Mana<table width=\"100%\"><tr><td>Instant</td><th>1 min cooldown</th></tr></table><span class=\"wowhead-tooltip-requirements\">Requires level 1</span><br />","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":0}
112,{"name":"Reflect Magic (TEST)","icon":"classic_temp","tooltip":"<a class=\"whtt-name\" href=\"/classic/spell=112/reflect-magic-test\"><b class=\"whtt-name\">Reflect Magic (TEST)</b></a><table width=\"100%\"><tr><td>1 sec cast</td><th>1 min cooldown</th></tr></table>","tooltip2":"","buff":"","quality":null,"spells":{},"buffspells":{},"completion_category":0}
